alpha,RS_cum,RS_cum_lower_ci,RS_cum_upper_ci,source,phase_type,score,RS_phase_0,RS_phase_1,RS_phase_2,RS_phase_3,N_G_0,N_nG_0,N_G_1,N_nG_1,N_G_2,N_nG_2,N_G_3,N_nG_3,N_G_4,N_nG_4,X_G_0,X_nG_0,X_G_1,X_nG_1,X_G_2,X_nG_2,X_G_3,X_nG_3,score_column
8.834702712253733e-05,0.8623439474415594,2.1356638175106144,2.1965990182486843,pigean,ccat,11.8,1.2683924469098449,1.185874435886396,0.5673343103729034,1.010529779532741,0,7764,0,4421,2,7381,0,1551,0,1519,2,14872,2,10451,0,3070,0,1519,combined
0.00013252054068380598,0.713019157072386,2.135771729050678,2.19671433077069,pigean,ccat,11.3,1.331842786538009,1.245203578776135,0.42546002279759,1.010529779532741,0,7764,0,4421,3,7380,0,1551,0,1519,3,14871,3,10450,0,3070,0,1519,combined
0.00017669405424507466,0.6034494763986012,2.1358796611195245,2.1968296654981625,pigean,ccat,11.2,1.3699270367506136,1.2808172639839226,0.34033545025240186,1.010529779532741,0,7764,0,4421,4,7379,0,1551,0,1519,4,14870,4,10449,0,3070,0,1519,combined
0.0003533881084901493,1.6377501327157382,0.297726222344179,11.663489529675303,pigean,ccat,11.1,1.268482708368365,1.3342985688986742,0.6381536080794917,1.5162989792558446,1,7763,0,4421,6,7377,0,1551,1,1518,7,14867,7,10446,1,3069,1,1518,combined
0.0004417351356126866,2.5495064137167596,0.8628389920448715,10.314576638559988,pigean,ccat,11.0,1.3146700260823567,1.3521662118818516,0.8509858236923578,1.685337726523888,1,7763,0,4421,7,7376,0,1551,2,1517,9,14865,9,10444,2,3068,2,1517,combined
0.00048590864917395527,2.33694426924673,0.7734625547503793,9.508633753278676,pigean,ccat,10.9,1.2050609352751898,1.3521662118818516,0.8509858236923578,1.685337726523888,2,7762,0,4421,7,7376,0,1551,2,1517,9,14865,9,10444,2,3068,2,1517,combined
0.0005300821627352239,3.2034409229257905,1.398699058273916,9.95343301018783,pigean,ccat,10.879999999999999,1.2294832551484305,1.358674599685755,1.0833222197525376,1.7701945268710848,2,7762,0,4421,7,7376,0,1551,3,1516,10,14864,10,10443,3,3067,3,1516,combined
0.0005742556762964926,2.974492250685168,1.2750513522054154,9.302654719231816,pigean,ccat,10.850000000000001,1.1416125668539137,1.358674599685755,1.0833222197525376,1.7701945268710848,3,7761,0,4421,7,7376,0,1551,3,1516,10,14864,10,10443,3,3067,3,1516,combined
0.0006626027034190299,2.6024506582941562,1.0834664725440462,8.221413711217302,pigean,ccat,10.6,0.9988226983753238,1.358674599685755,1.0833222197525376,1.7701945268710848,5,7759,0,4421,7,7376,0,1551,3,1516,10,14864,10,10443,3,3067,3,1516,combined
0.0007509497305415672,2.347100506577122,0.9419101021568249,7.361399863122832,pigean,ccat,10.4,1.0570040183160452,1.3687062351047412,0.9164817252836812,1.7701945268710848,5,7759,0,4421,9,7374,0,1551,3,1516,12,14862,12,10441,3,3067,3,1516,combined
0.0009276437847866419,3.198866371953495,1.6523936861960002,7.656074274986401,pigean,ccat,10.3,1.0031505118817121,1.3760844229449047,1.2487359321480997,1.8557279630241004,7,7757,0,4421,9,7374,0,1551,5,1514,14,14860,14,10439,5,3065,5,1514,combined
0.0011926848661542539,3.162500572782397,1.706737526502603,6.969300084728481,pigean,ccat,10.2,1.0429167430143436,1.3111751015540096,1.2298634905095993,1.8804568408136297,8,7756,1,4420,11,7372,0,1551,6,1513,18,14856,17,10436,6,3064,6,1513,combined
