mesh_id,trait_portal,similarity,source,subsource,n_rows
['D010003'],Early_ALLOA,0.278,pigean,portal,75
['D010003'],FingerOA,0.278,pigean,portal,67
['D010003'],ALLOA_het,0.278,pigean,portal,68
['D010003'],ALLOA_add,0.278,pigean,portal,74
"['D007154', 'D009157', 'D001327']",gcat_trait_immune_system_disease,0.276,pigean,gcat,16
['D002318'],AnyCVD_rec,0.275,pigean,portal,70
['D002318'],gcat_trait_Larginine_measurement,0.275,pigean,gcat,21
['D002318'],AnyCVD_het,0.275,pigean,portal,69
['D002318'],gcat_trait_clinical_ideal_cardiovascular_health,0.275,pigean,gcat,46
['D002318'],gcat_trait_lipoproteinassociated_phospholipase_A2_measurement,0.275,pigean,gcat,49
['D002318'],gcat_trait_cardiovascular_disease,0.275,pigean,gcat,94
['D002318'],gcat_trait_clinical_and_behavioural_ideal_cardiovascular_health,0.275,pigean,gcat,48
['D002318'],AnyCVD_add,0.275,pigean,portal,71
['D002318'],AnyCVD,0.275,pigean,portal,64
['D002318'],gcat_trait_serum_dimethylarginine_measurement,0.275,pigean,gcat,18
['D002318'],gcat_trait_serum_homoarginine_measurement,0.275,pigean,gcat,17
['D002318'],gcat_trait_symmetrical_dimethylarginine_measurement,0.275,pigean,gcat,7
['D002318'],AnyCVD_dom,0.275,pigean,portal,82
"['D000013', 'D003638', 'D014564']",Renal_agenesis_bilateral_Orphanet_1848,0.273,pigean,orphanet,14
"['D000799', 'D003231', 'D005175', 'D007153', 'D054179', 'D056828', 'D056829']",Hereditary_angioedema_Orphanet_91378,0.272,pigean,orphanet,33
"['D000015', 'D001014', 'D002493', 'D004374', 'D006330', 'D007418', 'D008382', 'D009072', 'D017545', 'D055947']",Familial_thoracic_aortic_aneurysm_and_aortic_dissection_Orphanet_91387,0.272,pigean,orphanet,43
['D007153'],gcat_trait_beta2_microglobulin_measurement,0.272,pigean,gcat,10
['D009369'],Cancer_het,0.271,pigean,portal,75
"['D010031', 'D007239']",gcat_trait_susceptibility_to_childhood_ear_infection_measurement,0.271,pigean,gcat,38
['D009369'],Cancer_rec,0.271,pigean,portal,68
['D007239'],gcat_trait_susceptibility_to_vaginal_yeast_infection_measurement,0.271,pigean,gcat,29
['D007239'],gcat_trait_susceptibility_to_urinary_tract_infection_measurement,0.271,pigean,gcat,23
"['D009369', 'D009371']",Cancer,0.271,pigean,portal,71
['D009369'],gcat_trait_cancer_antigen_125_measurement,0.271,pigean,gcat,18
['D009369'],gcat_trait_cancer,0.271,pigean,gcat,38
['D009369'],Cancer_dom,0.271,pigean,portal,82
"['D006331', 'D017379']",gcat_trait_left_ventricular_structural_measurement,0.269,pigean,gcat,25
['D006331'],gcat_trait_P_wave_terminal_force_measurement,0.269,pigean,gcat,17
['D006331'],gcat_trait_aortic_root_size,0.269,pigean,gcat,18
['D006331'],gcat_trait_cardiac_troponin_I_measurement,0.269,pigean,gcat,35
['D006331'],gcat_trait_left_ventricular_systolic_function_measurement,0.269,pigean,gcat,28
['D006331'],gcat_trait_cardiac_troponin_T_measurement,0.269,pigean,gcat,36
['D006331'],gcat_trait_cardiovascular_measurement,0.269,pigean,gcat,9
['D006331'],gcat_trait_ejection_fraction_measurement,0.269,pigean,gcat,26
['D006331'],gcat_trait_heart_rate_response_to_exercise,0.269,pigean,gcat,31
['D006331'],gcat_trait_JT_interval,0.269,pigean,gcat,39
['D006331'],gcat_trait_left_ventricular_diastolic_function_measurement,0.269,pigean,gcat,25
['D006331'],gcat_trait_heart_rate_response_to_recovery_post_exercise,0.269,pigean,gcat,22
['D006402'],gcat_trait_neutrophil_percentage_of_leukocytes,0.268,pigean,gcat,44
"['D042643', 'D006402', 'D007970']",gcat_trait_myeloid_white_cell_count,0.268,pigean,gcat,49
"['D007970', 'D006402']",gcat_trait_basophil_count,0.268,pigean,gcat,39
['D006402'],gcat_trait_neutrophil_percentage_of_granulocytes,0.268,pigean,gcat,35
['D006402'],gcat_trait_monocyte_percentage_of_leukocytes,0.268,pigean,gcat,68
['D006402'],gcat_trait_lymphocyte_percentage_of_leukocytes,0.268,pigean,gcat,38
['D006402'],gcat_trait_growthregulated_alpha_protein_measurement,0.268,pigean,gcat,24
['D006402'],gcat_trait_albuminglobulin_ratio_measurement,0.268,pigean,gcat,15
['D006402'],gcat_trait_serum_nonalbumin_protein_measurement,0.268,pigean,gcat,37
['D006402'],gcat_trait_granulocyte_percentage_of_myeloid_white_cells,0.268,pigean,gcat,57
"['D003402', 'D006402']",gcat_trait_creatine_kinase_measurement,0.268,pigean,gcat,30
['D006402'],gcat_trait_granulocyte_count,0.268,pigean,gcat,26
['D006402'],gcat_trait_eosinophil_percentage_of_leukocytes,0.268,pigean,gcat,44
['D006402'],gcat_trait_eosinophil_percentage_of_granulocytes,0.268,pigean,gcat,44
"['D000015', 'D016142', 'D065707']",Septopreoptic_holoprosencephaly_Orphanet_280195,0.267,pigean,orphanet,20
"['D000015', 'D016142', 'D065707']",Midline_interhemispheric_variant_of_holoprosencephaly_Orphanet_93926,0.267,pigean,orphanet,21
"['D000015', 'D002526', 'D009123', 'D009958', 'D040181']",Orofaciodigital_syndrome_type_6_Orphanet_2754,0.267,pigean,orphanet,10
['D007960'],gcat_trait_basophil_percentage_of_leukocytes,0.267,pigean,gcat,20
['D007960'],gcat_trait_basophil_percentage_of_granulocytes,0.267,pigean,gcat,16
"['D000081207', 'D000848', 'D004476', 'D007184', 'D008209', 'D010022', 'D014923', 'D040181', 'D053358', 'D053359', 'D056660']",Hypohidrotic_ectodermal_dysplasia_Orphanet_238468,0.267,pigean,orphanet,16
['D006474'],gcat_trait_plasminogen_activator_inhibitor_1_measurement,0.267,pigean,gcat,32
"['D000015', 'D008305', 'D012868']",Multiple_pterygium_syndrome_Orphanet_294060,0.267,pigean,orphanet,36
"['D000015', 'D016142', 'D065707', 'D065886']",Alobar_holoprosencephaly_Orphanet_93925,0.267,pigean,orphanet,20
"['D000015', 'D008607', 'D010001', 'D010760', 'D012640']",Hyperphosphatasiaintellectual_disability_syndrome_Orphanet_247262,0.267,pigean,orphanet,24
"['D000015', 'D003398', 'D004402', 'D004613', 'D006849', 'D012174', 'D012779', 'D020788', 'D052177', 'D057130']",Jeune_syndrome_Orphanet_474,0.267,pigean,orphanet,10
"['D000015', 'D004613', 'D006849', 'D017689']",Ellis_Van_Creveld_syndrome_Orphanet_289,0.267,pigean,orphanet,6
"['D000015', 'D006228', 'D008607', 'D008844']",CoffinSiris_syndrome_Orphanet_1465,0.267,pigean,orphanet,30
"['D000015', 'D008305', 'D012868', 'D020294']",Lethal_multiple_pterygium_syndrome_Orphanet_33108,0.267,pigean,orphanet,32
"['D004802', 'D007970']",gcat_trait_eosinophil_count,0.267,pigean,gcat,47
"['D009503', 'D007970']",gcat_trait_neutrophil_count,0.267,pigean,gcat,61
"['D000015', 'D002526', 'D003103', 'D005124', 'D007690', 'D012174', 'D052177', 'D057130']",Joubert_syndrome_with_oculorenal_defect_Orphanet_2318,0.267,pigean,orphanet,10
"['D000015', 'D001259', 'D002526', 'D002925', 'D008831', 'D012174', 'D020788', 'D052177', 'D054877', 'D057130']",WolfHirschhorn_syndrome_Orphanet_280,0.267,pigean,orphanet,3
"['D000015', 'D000848', 'D001478', 'D003103', 'D016142', 'D065707']",Holoprosencephaly_Orphanet_2162,0.267,pigean,orphanet,22
"['D000015', 'D000567', 'D007644', 'D016109']",Hypoplastic_amelogenesis_imperfecta_Orphanet_100031,0.267,pigean,orphanet,5
"['D000015', 'D000168', 'D002925', 'D003394', 'D003398', 'D007248', 'D007619', 'D053627']",Primary_ciliary_dyskinesia_Orphanet_244,0.267,pigean,orphanet,22
"['D000071700', 'D000077765', 'D003117', 'D008268', 'D009216', 'D009755', 'D012174', 'D020788', 'D040181', 'D057130']",Cone_rod_dystrophy_Orphanet_1872,0.267,pigean,orphanet,46
"['D000015', 'D016142', 'D065707']",Lobar_holoprosencephaly_Orphanet_93924,0.267,pigean,orphanet,21
"['D000015', 'D000073376', 'D008607', 'D012640', 'D013036', 'D065886']",Autosomal_recessive_nonsyndromic_intellectual_disability_Orphanet_88616,0.267,pigean,orphanet,4
"['D040181', 'D059446']",Heterotaxia_Orphanet_450,0.267,pigean,orphanet,13
"['D000015', 'D000072661', 'D003398', 'D004613', 'D006849', 'D012162', 'D012174', 'D015418', 'D052177', 'D053040', 'D057130']",Nephronophthisis_Orphanet_655,0.267,pigean,orphanet,19
"['D042643', 'D007970', 'D007958']",gcat_trait_leukocyte_count,0.267,pigean,gcat,57
"['D042643', 'D018655', 'D007970', 'D008218']",gcat_trait_lymphocyte_count,0.267,pigean,gcat,41
"['D000015', 'D000072661', 'D001259', 'D001478', 'D002526', 'D006849', 'D007248', 'D008607', 'D009958', 'D012162', 'D012174', 'D015835', 'D020788', 'D040181', 'D052177', 'D057130']",Joubert_syndrome_Orphanet_475,0.267,pigean,orphanet,14
"['D006228', 'D010009', 'D040181', 'D054091']",Nodular_neuronal_heterotopia_Orphanet_2149,0.267,pigean,orphanet,9
"['D000015', 'D000848', 'D003103', 'D016142', 'D065707']",Microform_holoprosencephaly_Orphanet_280200,0.267,pigean,orphanet,23
"['D006228', 'D010009', 'D040181', 'D054091']",Periventricular_nodular_heterotopia_Orphanet_98892,0.267,pigean,orphanet,6
"['D000015', 'D001259', 'D002526', 'D002925', 'D004677', 'D007690', 'D008831', 'D011030', 'D012174', 'D020788', 'D052177', 'D057130', 'D058249']",Meckel_syndrome_Orphanet_564,0.267,pigean,orphanet,17
"['D000015', 'D016142', 'D065707', 'D065886']",Semilobar_holoprosencephaly_Orphanet_220386,0.267,pigean,orphanet,20
"['D042643', 'D008232', 'D007970']",gcat_trait_monocyte_count,0.267,pigean,gcat,57
['D001778'],gcat_trait_hematocrit,0.267,pigean,gcat,61
"['D001778', 'D013915', 'D013921']",Autosomal_dominant_macrothrombocytopenia_Orphanet_140957,0.267,pigean,orphanet,27
['D001778'],gcat_trait_protein_C_measurement,0.267,pigean,gcat,4
['D001778'],gcat_trait_partial_thromboplastin_time,0.267,pigean,gcat,20
['D001778'],gcat_trait_coagulation_factor_measurement,0.267,pigean,gcat,9
['D001778'],gcat_trait_D_dimer_measurement,0.267,pigean,gcat,19
"['D001778', 'D029424']",gcat_trait_fibrinogen_measurement,0.267,pigean,gcat,37
['D001778'],gcat_trait_prothrombin_time_measurement,0.267,pigean,gcat,9
"['D001176', 'D005317', 'D009135', 'D011625', 'D017880', 'D020294', 'D020511', 'D040181']",Fetal_akinesia_deformation_sequence_Orphanet_994,0.267,pigean,orphanet,8
"['D000361', 'D006130', 'D014923']",Autosomal_agammaglobulinemia_Orphanet_33110,0.266,pigean,orphanet,19
"['D005901', 'D031300', 'D007499', 'D014652']",gcat_trait_eye_measurement,0.262,pigean,gcat,26
['D009461'],gcat_trait_hippocampal_CA1_volume,0.261,pigean,gcat,17
['D009461'],gcat_trait_presubiculum_volume,0.261,pigean,gcat,16
"['D058256', 'D009461']",gcat_trait_electroencephalogram_measurement,0.261,pigean,gcat,31
"['D009461', 'D020547']",gcat_trait_lateral_ventricle_volume_measurement,0.261,pigean,gcat,24
['D009461'],gcat_trait_brain_connectivity_measurement,0.261,pigean,gcat,28
['D009461'],gcat_trait_brain_stem_volume_measurement,0.261,pigean,gcat,20
['D009461'],gcat_trait_caudate_nucleus_volume,0.261,pigean,gcat,17
['D009461'],gcat_trait_subiculum_volume,0.261,pigean,gcat,21
['D009461'],gcat_trait_pallidum_volume,0.261,pigean,gcat,22
['D009461'],gcat_trait_hippocampal_CA3_volume,0.261,pigean,gcat,18
['D009461'],gcat_trait_nucleus_accumbens_volume,0.261,pigean,gcat,15
['D009461'],gcat_trait_neuroimaging_measurement,0.261,pigean,gcat,47
['D009461'],gcat_trait_infant_grey_matter_volume_measurement,0.261,pigean,gcat,8
"['D012871', 'D015595']",gcat_trait_skin_aging_measurement,0.261,pigean,gcat,31
['D009461'],gcat_trait_hippocampal_volume,0.261,pigean,gcat,33
['D009461'],gcat_trait_hippocampal_tail_volume,0.261,pigean,gcat,9
['D009461'],gcat_trait_hippocampal_CA4_volume,0.261,pigean,gcat,33
['D009461'],gcat_trait_hippocampus_molecular_layer_volume,0.261,pigean,gcat,21
['D009461'],gcat_trait_temporal_horn_of_lateral_ventricle_volume_measurement,0.261,pigean,gcat,22
"['D019636', 'D001284']",gcat_trait_hippocampal_atrophy,0.26,pigean,gcat,24
['D005128'],gcat_trait_eye_disease,0.26,pigean,gcat,27
['D005128'],gcat_trait_ocular_sarcoidosis,0.26,pigean,gcat,27
['D001024'],AorticStenosis,0.259,pigean,portal,57
"['D002872', 'D025063', 'D065886']",1p36_deletion_syndrome_Orphanet_1606,0.259,pigean,orphanet,21
"['D001024', 'D003560', 'D004476', 'D006330', 'D017880']",AdamsOliver_syndrome_Orphanet_974,0.259,pigean,orphanet,21
['D001024'],gcat_trait_aortic_stenosis,0.259,pigean,gcat,24
"['D000081208', 'D007674', 'D015432', 'D015785', 'D020246', 'D065766']",Atypical_hemolytic_uremic_syndrome_Orphanet_2134,0.257,pigean,orphanet,32
"['D000081208', 'D005921', 'D007674', 'D015432', 'D015785']",Primary_membranoproliferative_glomerulonephritis_Orphanet_54370,0.257,pigean,orphanet,3
"['D003117', 'D012174', 'D015785']",Achromatopsia_Orphanet_49382,0.257,pigean,orphanet,14
"['D002386', 'D015785']",Pulverulent_cataract_Orphanet_98984,0.257,pigean,orphanet,5
"['D000081208', 'D007674', 'D015432', 'D015785', 'D020246']",Atypical_hemolytic_uremic_syndrome_with_complement_gene_abnormality_Orphanet_544472,0.257,pigean,orphanet,23
"['D003873', 'D012873']",Peeling_skin_syndrome_Orphanet_817,0.257,pigean,orphanet,2
"['D007766', 'D015785']",Congenital_alacrima_Orphanet_98604,0.257,pigean,orphanet,29
['D004476'],Ectodermal_dysplasia_syndrome_Orphanet_79373,0.256,pigean,orphanet,44
"['D000077765', 'D002526', 'D003103', 'D007714', 'D008305', 'D008850', 'D009216', 'D010009', 'D012174', 'D013580', 'D020914', 'D057130']",Leber_congenital_amaurosis_Orphanet_65,0.256,pigean,orphanet,30
"['D004416', 'D004476', 'D005134', 'D008545', 'D009634', 'D010580', 'D019871', 'D054990']",Familial_melanoma_Orphanet_618,0.256,pigean,orphanet,26
"['D000073376', 'D002607', 'D002658', 'D008607', 'D009134', 'D013036', 'D020820', 'D065886']",Autosomal_dominant_nonsyndromic_intellectual_disability_Orphanet_178469,0.256,pigean,orphanet,46
"['D000072661', 'D002526', 'D003398', 'D004613', 'D012162', 'D012174', 'D015418', 'D020788', 'D052177', 'D057130']",SeniorLoken_syndrome_Orphanet_3156,0.256,pigean,orphanet,19
"['D000848', 'D002971', 'D004476', 'D053359']",Oligodontia_Orphanet_99798,0.256,pigean,orphanet,26
"['D002386', 'D005124', 'D012891']",Anterior_segment_developmental_anomaly_Orphanet_88632,0.255,pigean,orphanet,32
"['D008607', 'D009128', 'D009896', 'D020754']",Spastic_ataxia_Orphanet_316226,0.255,pigean,orphanet,3
"['D000080344', 'D003103', 'D003318', 'D007634', 'D015783']",Developmental_defect_of_the_eye_Orphanet_98553,0.255,pigean,orphanet,34
['D013132'],Hereditary_ataxia_Orphanet_183518,0.255,pigean,orphanet,41
"['D000073376', 'D001259', 'D002524', 'D002607', 'D002658', 'D003294', 'D004421', 'D004827', 'D004831', 'D006429', 'D006963', 'D008607', 'D008881', 'D012640', 'D013036', 'D020754', 'D054463', 'D060825', 'D065768', 'D065886']",Nonspecific_earlyonset_epileptic_encephalopathy_Orphanet_442835,0.255,pigean,orphanet,65
"['D000073376', 'D001259', 'D002971', 'D004831', 'D008607', 'D008831', 'D013036', 'D013274', 'D020936', 'D065886']",Early_infantile_epileptic_encephalopathy_Orphanet_1934,0.255,pigean,orphanet,31
['D001471'],gcat_trait_Barretts_esophagus,0.254,pigean,gcat,21
['D001471'],BarretsEsophagus,0.254,pigean,portal,63
['D012140'],gcat_trait_respiratory_system_disease,0.252,pigean,gcat,44
['D001327'],gcat_trait_antianoctamin_2_antibody_measurement,0.25,pigean,gcat,5
['D001327'],gcat_trait_autoimmune_disease,0.25,pigean,gcat,38
"['D000410', 'D008107']",gcat_trait_serum_alanine_aminotransferase_measurement,0.247,pigean,gcat,104
['D008107'],gcat_trait_serum_gammaglutamyl_transferase_measurement,0.247,pigean,gcat,78
"['D008171', 'D001249']",gcat_trait_FEVFVC_ratio,0.246,pigean,gcat,48
"['D005541', 'D008171', 'D001249']",gcat_trait_forced_expiratory_volume,0.246,pigean,gcat,35
"['D012129', 'D008171']",gcat_trait_pulmonary_function_measurement,0.246,pigean,gcat,28
['D009468'],Neuromuscular_disease_Orphanet_68381,0.246,pigean,orphanet,74
['D001835'],WEIGHT,0.24,pigean,portal,80
"['D001249', 'D006967']",Allergy,0.239,pigean,portal,55
['D006967'],gcat_trait_asparaginase_hypersensitivity,0.239,pigean,gcat,33
['D009157'],Myasthenia_gravis,0.239,pigean,portal,82
['D009157'],Myasthenia_gravis_early,0.239,pigean,portal,67
['D009157'],Myasthenia_gravis_late,0.239,pigean,portal,71
['D010146'],gcat_trait_pain,0.239,pigean,gcat,40
['D009157'],gcat_trait_Myasthenia_gravis,0.239,pigean,gcat,11
['D020511'],Neuromuscular_junction_disease_Orphanet_98491,0.239,pigean,orphanet,11
['D006223'],PTEN_hamartoma_tumor_syndrome_Orphanet_306498,0.239,pigean,orphanet,49
['D009157'],gcat_trait_lateonset_myasthenia_gravis,0.239,pigean,gcat,7
"['D000742', 'D006223', 'D058627']",Cowden_syndrome_Orphanet_201,0.239,pigean,orphanet,50
['D006967'],gcat_trait_allergic_disease,0.239,pigean,gcat,37
['D006967'],gcat_trait_allergic_sensitization_measurement,0.239,pigean,gcat,23
['D004660'],Encephalitis_Orphanet_97275,0.238,pigean,orphanet,29
['D003108'],gcat_trait_colorectal_health,0.237,pigean,gcat,35
['D015658'],gcat_trait_HIV1_infection,0.237,pigean,gcat,30
"['D012164', 'D009901', 'D005901']",gcat_trait_optic_disc_size_measurement,0.237,pigean,gcat,20
"['D001176', 'D003286', 'D003394', 'D009886', 'D012164', 'D017696']",Distal_arthrogryposis_Orphanet_97120,0.237,pigean,orphanet,26
['D012164'],gcat_trait_optic_disc_area_measurement,0.237,pigean,gcat,20
['D001847'],gcat_trait_hip_bone_size,0.237,pigean,gcat,23
"['D006689', 'D008223']",gcat_trait_lymphoma,0.235,pigean,gcat,10
['D008223'],Lymphoma_Orphanet_223735,0.235,pigean,orphanet,33
['D006505'],gcat_trait_Hepatitis,0.235,pigean,gcat,14
"['D001176', 'D005532', 'D006228', 'D009135', 'D017696']",Distal_arthrogryposis_type_1_Orphanet_1146,0.234,pigean,orphanet,8
"['D001806', 'D007674']",gcat_trait_blood_urea_nitrogen_measurement,0.234,pigean,gcat,53
"['D001281', 'D006973']",AFxHTN,0.234,pigean,portal,52
['D009135'],Skeletal_muscle_disease_Orphanet_98472,0.234,pigean,orphanet,85
"['D009135', 'D012208', 'D014849', 'D018232']",Rhabdomyosarcoma_Orphanet_780,0.234,pigean,orphanet,42
['D000740'],gcat_trait_mean_corpuscular_hemoglobin_concentration,0.234,pigean,gcat,41
['D006973'],HYPERTENSION_dom,0.234,pigean,portal,76
"['D051436', 'D007674']",gcat_trait_serum_urea_measurement,0.234,pigean,gcat,34
['D006973'],gcat_trait_systolic_blood_pressure,0.234,pigean,gcat,104
"['D003324', 'D003327', 'D017202']",CAD,0.234,pigean,portal,85
"['D003324', 'D003327', 'D017202']",CADinNonT2D,0.234,pigean,portal,82
"['D000740', 'D000742']",Congenital_dyserythropoietic_anemia_Orphanet_85,0.234,pigean,orphanet,8
"['D007674', 'D051437']",gcat_trait_renal_system_measurement,0.234,pigean,gcat,19
"['D000740', 'D004909']",gcat_trait_mean_corpuscular_volume,0.234,pigean,gcat,43
"['D000740', 'D005319']",gcat_trait_fetal_hemoglobin_measurement,0.234,pigean,gcat,11
['D007674'],gcat_trait_urinary_uromodulin_measurement,0.234,pigean,gcat,31
['D000740'],gcat_trait_Red_cell_distribution_width,0.234,pigean,gcat,55
['D006973'],HYPERTENSION,0.234,pigean,portal,81
['D006973'],gcat_trait_treatmentresistant_hypertension,0.234,pigean,gcat,30
['D009373'],gcat_trait_Testicular_Germ_Cell_Tumor,0.234,pigean,gcat,33
"['D002386', 'D009135']",Earlyonset_posterior_polar_cataract_Orphanet_98993,0.234,pigean,orphanet,7
['D006973'],HYPERTENSION_het,0.234,pigean,portal,82
['D000740'],gcat_trait_mean_corpuscular_hemoglobin,0.234,pigean,gcat,40
['D006973'],HYPERTENSION_add,0.234,pigean,portal,75
"['D001794', 'D006973', 'D007022']",DBP,0.234,pigean,portal,63
"['D002386', 'D009135']",Earlyonset_lamellar_cataract_Orphanet_441452,0.234,pigean,orphanet,3
"['D002311', 'D002312', 'D006330', 'D006344', 'D009135', 'D009202', 'D049310']",Left_ventricular_noncompaction_Orphanet_54260,0.234,pigean,orphanet,52
['D006973'],HYPERTENSION_rec,0.234,pigean,portal,80
['D006973'],gcat_trait_diastolic_blood_pressure,0.234,pigean,gcat,97
['D006973'],gcat_trait_hypertension,0.234,pigean,gcat,92
['D006973'],gcat_trait_mean_arterial_pressure,0.234,pigean,gcat,61
['D006973'],gcat_trait_pulse_pressure_measurement,0.234,pigean,gcat,69
"['D015415', 'D007249']",gcat_trait_interleukin1_beta_measurement,0.233,pigean,gcat,36
['D005831'],gcat_trait_female_reproductive_system_disease,0.233,pigean,gcat,17
"['D053221', 'D007249']",gcat_trait_TNFrelated_apoptosisinducing_ligand_measurement,0.233,pigean,gcat,28
['D007249'],gcat_trait_tumor_necrosis_factor_beta_measurement,0.233,pigean,gcat,15
"['D007938', 'D009456', 'D009634', 'D015477', 'D018210', 'D044542', 'D054429']",Juvenile_myelomonocytic_leukemia_Orphanet_86834,0.233,pigean,orphanet,49
['D007249'],gcat_trait_interleukin_18_measurement,0.233,pigean,gcat,17
['D007249'],gcat_trait_inflammatory_biomarker_measurement,0.233,pigean,gcat,16
['D001145'],gcat_trait_TPE_interval_measurement,0.233,pigean,gcat,9
['D007249'],gcat_trait_interleukin_2_receptor_antagonist_measurement,0.233,pigean,gcat,30
['D007249'],gcat_trait_CXC_motif_chemokine_10_measurement,0.233,pigean,gcat,47
['D001145'],gcat_trait_early_cardiac_repolarization_measurement,0.233,pigean,gcat,24
['D001145'],gcat_trait_cardiac_arrhythmia,0.233,pigean,gcat,19
['D007249'],gcat_trait_chemokine_CC_motif_ligand_27_measurement,0.233,pigean,gcat,16
['D001145'],gcat_trait_T_wave_morphology_measurement,0.233,pigean,gcat,12
"['D000210', 'D007249', 'D002097']",gcat_trait_Creactive_protein_measurement,0.233,pigean,gcat,116
['D007249'],gcat_trait_interleukin_7_measurement,0.233,pigean,gcat,18
['D001145'],gcat_trait_PR_interval,0.233,pigean,gcat,55
"['D001145', 'D008133']",gcat_trait_QT_interval,0.233,pigean,gcat,54
"['D001145', 'D001281', 'D002037', 'D002311', 'D006332', 'D008133', 'D009202', 'D012804', 'D014693', 'D020914', 'D029593', 'D029597', 'D050030', 'D053840']",Familial_atrial_fibrillation_Orphanet_334,0.233,pigean,orphanet,71
"['D003638', 'D006319', 'D007634', 'D007938', 'D015473']",Acute_promyelocytic_leukemia_Orphanet_520,0.233,pigean,orphanet,39
"['D007249', 'D015415']",gcat_trait_interleukin_12_measurement,0.233,pigean,gcat,33
['D007249'],gcat_trait_CCL2_measurement,0.233,pigean,gcat,32
['D007249'],gcat_trait_interleukin_5_measurement,0.233,pigean,gcat,25
['D007249'],gcat_trait_ICAM1_measurement,0.233,pigean,gcat,16
['D007249'],gcat_trait_macrophage_inflammatory_protein_1b_measurement,0.233,pigean,gcat,33
['D007249'],gcat_trait_macrophage_migration_inhibitory_factor_measurement,0.233,pigean,gcat,32
['D007249'],gcat_trait_monokine_induced_by_gamma_interferon_measurement,0.233,pigean,gcat,22
['D007249'],gcat_trait_interleukin_1_receptor_antagonist_measurement,0.233,pigean,gcat,34
['D007249'],gcat_trait_interleukin_17_measurement,0.233,pigean,gcat,20
['D007249'],gcat_trait_interleukin_16_measurement,0.233,pigean,gcat,27
['D007249'],gcat_trait_interleukin8_measurement,0.233,pigean,gcat,32
['D007249'],gcat_trait_interleukin_10_measurement,0.233,pigean,gcat,33
['D007249'],gcat_trait_interleukin_13_measurement,0.233,pigean,gcat,25
['D007249'],gcat_trait_interleukin6_measurement,0.233,pigean,gcat,23
"['D003638', 'D004421', 'D004827', 'D004831', 'D006228', 'D013036']",Malignant_migrating_focal_seizures_of_infancy_Orphanet_293181,0.232,pigean,orphanet,26
"['D004827', 'D004829']",gcat_trait_epilepsy,0.232,pigean,gcat,17
['D004827'],gcat_trait_hippocampal_sclerosis_of_aging,0.232,pigean,gcat,20
"['D004827', 'D004831']",Benign_adult_familial_myoclonic_epilepsy_Orphanet_86814,0.232,pigean,orphanet,1
"['D004827', 'D004831', 'D008607', 'D065768']",Myoclonicastatic_epilepsy_Orphanet_1942,0.232,pigean,orphanet,26
"['D000073376', 'D003294', 'D004827', 'D004829', 'D004831', 'D008881', 'D013036']",Generalized_epilepsy_with_febrile_seizuresplus_Orphanet_36387,0.232,pigean,orphanet,42
"['D004827', 'D013036', 'D017034']",Autosomal_dominant_nocturnal_frontal_lobe_epilepsy_Orphanet_98784,0.232,pigean,orphanet,44
['D012509'],Soft_tissue_sarcoma_Orphanet_3394,0.232,pigean,orphanet,30
"['D000073376', 'D004827', 'D004831', 'D008881', 'D013036']",Dravet_syndrome_Orphanet_33069,0.232,pigean,orphanet,42
"['D012878', 'D012880']",gcat_trait_skin_pigmentation,0.231,pigean,gcat,7
['D012878'],gcat_trait_nonmelanoma_skin_carcinoma,0.231,pigean,gcat,23
['D012878'],gcat_trait_skin_neoplasm,0.231,pigean,gcat,26
"['D002780', 'D011248']",ICP,0.231,pigean,portal,75
"['D000072661', 'D012162', 'D052177']",Juvenile_nephronophthisis_Orphanet_93592,0.231,pigean,orphanet,11
['D043183'],IBS_rec,0.231,pigean,portal,71
['D043183'],IBS_add,0.231,pigean,portal,70
['D014376'],gcat_trait_susceptibility_to_Mycobacterium_tuberculosis_infection_measurement,0.231,pigean,gcat,17
['D050723'],gcat_trait_bone_fracture,0.231,pigean,gcat,27
['D050723'],Fracture,0.231,pigean,portal,62
['D050723'],ForearmFracture,0.231,pigean,portal,70
['D014376'],gcat_trait_tuberculosis,0.231,pigean,gcat,35
['D043183'],gcat_trait_irritable_bowel_syndrome,0.231,pigean,gcat,30
['D043183'],IBS_het,0.231,pigean,portal,72
['D043183'],IBS_dom,0.231,pigean,portal,71
['D043183'],IBS,0.231,pigean,portal,61
"['D008607', 'D013036']",Infantile_spasms_syndrome_Orphanet_3451,0.23,pigean,orphanet,42
['D004829'],gcat_trait_generalised_epilepsy,0.23,pigean,gcat,32
['D014657'],Vasculitis_Orphanet_52759,0.23,pigean,orphanet,42
['D008607'],MiT_family_translocation_renal_cell_carcinoma_Orphanet_319308,0.23,pigean,orphanet,1
"['D000073376', 'D003635']",Cornelia_de_Lange_syndrome_Orphanet_199,0.23,pigean,orphanet,4
"['D012130', 'D006969', 'D006255']",gcat_trait_seasonal_allergic_rhinitis,0.23,pigean,gcat,13
"['D000073376', 'D004421', 'D006429', 'D008881', 'D009165']",Mendelian_susceptibility_to_mycobacterial_diseases_Orphanet_748,0.23,pigean,orphanet,34
"['D000073376', 'D013036', 'D065768']",LennoxGastaut_syndrome_Orphanet_2382,0.23,pigean,orphanet,31
['D000073376'],Epilepsy_syndrome_Orphanet_166463,0.23,pigean,orphanet,73
"['D005317', 'D008607', 'D008831', 'D011658', 'D019871', 'D054990']",HoyeraalHreidarsson_syndrome_Orphanet_3322,0.23,pigean,orphanet,9
