mesh_id,trait_portal,similarity,source,subsource,n_rows
['D044903'],Congenital_isolated_hyperinsulinism_Orphanet_657,0.3146765828132629,pigean,orphanet,62
['D002318'],AnyCVD_dom,0.314126968383789,pigean,portal,82
['D001786'],FGadjBMI,0.3128891587257385,pigean,portal,112
['D016491'],PVD_dom,0.3111146092414856,pigean,portal,74
['D000419'],gcat_trait_Moderate_albuminuria,0.311066210269928,pigean,gcat,47
['D016491'],PVD_rec,0.308733731508255,pigean,portal,77
['D000224'],Addison,0.308513194322586,pigean,portal,52
['D050171'],Dyslipid_rec,0.3076454102993011,pigean,portal,99
['D006463'],Hemolytic_uremic_syndrome_Orphanet_544458,0.3066146969795227,pigean,orphanet,30
['D000224'],gcat_trait_Genetic_chronic_primary_adrenal_insufficiency,0.3043041527271271,pigean,gcat,17
"['D000073376', 'D004827', 'D004831', 'D008881', 'D013036']",Dravet_syndrome_Orphanet_33069,0.3038111329078674,pigean,orphanet,42
['D008661'],3methylglutaconic_aciduria_Orphanet_289902,0.3030387759208679,pigean,orphanet,10
['D011086'],Autosomal_dominant_secondary_polycythemia_Orphanet_247511,0.3027899265289306,pigean,orphanet,17
"['D007676', 'D051436']",gcat_trait_chronic_kidney_disease,0.3024005889892578,pigean,gcat,36
"['D001157', 'D016481', 'D016491']",PVD,0.3022524118423462,pigean,portal,60
['D052439'],Disorder_of_lipid_metabolism_Orphanet_309005,0.3005634248256683,pigean,orphanet,104
"['D006201', 'D008661', 'D028361']",Isolated_complex_III_deficiency_Orphanet_1460,0.2965934574604034,pigean,orphanet,36
['D005951'],AUCins,0.2964150905609131,pigean,portal,59
['D007018'],Pituitary_deficiency_Orphanet_101957,0.2954581081867218,pigean,orphanet,57
['none'],SmokingFGjoint,0.2953804135322571,pigean,portal,108
"['D000081208', 'D007674', 'D015432', 'D015785', 'D020246', 'D065766']",Atypical_hemolytic_uremic_syndrome_Orphanet_2134,0.2946400940418243,pigean,orphanet,32
['D058729'],gcat_trait_peripheral_arterial_disease,0.2943857312202453,pigean,gcat,28
['D006973'],HYPERTENSION,0.2938353419303894,pigean,portal,81
['D006973'],gcat_trait_hypertension,0.2938353419303894,pigean,gcat,92
"['D000544', 'D000941', 'D002311', 'D004392', 'D004393', 'D008661', 'D010900', 'D020774', 'D028243', 'D040181', 'D057180']",Nonacquired_isolated_growth_hormone_deficiency_Orphanet_631,0.2932645678520202,pigean,orphanet,11
['D010190'],PancreaticCancer,0.2915715873241424,pigean,portal,60
['D006417'],gcat_trait_Hematuria,0.2912309467792511,pigean,gcat,12
['D006973'],HYPERTENSION_het,0.2907648086547851,pigean,portal,82
"['none', 'none']",HSM2,0.2887280285358429,pigean,portal,55
"['D004535', 'D006958', 'D010013']",Osteogenesis_imperfecta_type_2_Orphanet_216804,0.2885948717594147,pigean,orphanet,21
"['D000081208', 'D007674', 'D015432', 'D015785', 'D020246']",Atypical_hemolytic_uremic_syndrome_with_complement_gene_abnormality_Orphanet_544472,0.2884163558483124,pigean,orphanet,23
['D014657'],Vasculitis_Orphanet_52759,0.2877434194087982,pigean,orphanet,42
['D052242'],Adiponectin,0.2876264750957489,pigean,portal,65
['D065626'],gcat_trait_nonalcoholic_fatty_liver_disease_severity_measurement,0.2869997918605804,pigean,gcat,11
['D050171'],Dyslipid_het,0.2856187224388122,pigean,portal,80
"['D014280', 'D015228']",gcat_trait_triglyceride_measurement,0.285462737083435,pigean,gcat,110
"['D001176', 'D007018', 'D008607', 'D008661', 'D011218', 'D019465']",PraderWilli_syndrome_Orphanet_739,0.2820148169994354,pigean,orphanet,6
['none'],Slope_to_glucose_recovery_glipizide_adjusted_baseline_glucose,0.2809429168701172,pigean,portal,55
['D050171'],Dyslipid_add,0.2805631756782532,pigean,portal,95
['D006973'],HYPERTENSION_rec,0.2805019617080688,pigean,portal,80
"['D001176', 'D007018', 'D008607', 'D019465']",PraderWilli_syndrome_due_to_paternal_deletion_of_15q11q13_type_2_Orphanet_177904,0.2804413139820099,pigean,orphanet,4
['D003108'],gcat_trait_colorectal_health,0.279917448759079,pigean,gcat,35
['D001837'],gcat_trait_pancreas_volume,0.2798393368721008,pigean,gcat,21
['none'],Pancreas_volume,0.2798393368721008,pigean,portal,60
['D008108'],gcat_trait_alcoholic_liver_disease,0.2785479426383972,pigean,gcat,31
['D006973'],HYPERTENSION_dom,0.2785353064537048,pigean,portal,76
['D001327'],gcat_trait_autoimmune_disease,0.2784289717674255,pigean,gcat,38
['D002313'],Restrictive_cardiomyopathy_Orphanet_217632,0.277632862329483,pigean,orphanet,52
['D051359'],Hemophagocytic_syndrome_Orphanet_158032,0.2768018245697021,pigean,orphanet,22
"['D014280', 'D008076']",TGtoHDL,0.2764309048652649,pigean,portal,119
['D002318'],gcat_trait_cardiovascular_disease,0.275865763425827,pigean,gcat,94
['none'],AmyloidBeta,0.2755655348300934,pigean,portal,52
['D058494'],Qualitative_or_quantitative_defects_of_alphadystroglycan_Orphanet_371024,0.2749709486961365,pigean,orphanet,11
['D009765'],gcat_trait_obesity,0.2741429805755615,pigean,gcat,32
['D009765'],Obesity,0.2741429805755615,pigean,portal,68
['D059026'],SRH,0.2730892896652221,pigean,portal,47
['D002318'],AnyCVD,0.2730419933795929,pigean,portal,64
['D007501'],PancreasIron,0.2726712822914123,pigean,portal,80
['D011086'],Polycythemia_Orphanet_98427,0.2726432681083679,pigean,orphanet,29
